id,name,money
政黨證字第16號,民主進步黨,86309500
政黨證字第90號,親民黨,27300000
政黨證字第1號,中國國民黨,20500000
政黨證字第350號,台灣民眾黨,8499610
73641592,亞東預拌混凝土股份有限公司,4000000
47075781,富民運輸股份有限公司,4000000
16446008,東富投資股份有限公司,3200000
21257316,太平洋崇光百貨股份有限公司,3000000
84263300,台北南鴻輪胎股份有限公司,3000000
11520909,南港輪胎股份有限公司,3000000
22817999,宏遠興業股份有限公司,2800000
28490128,新潤建設股份有限公司,2600000
80352343,漢來美食股份有限公司,2400000
政黨證字第342號,合一行動聯盟,2400000
27483964,福安礦業股份有限公司,2300000
89411961,佑神電子遊戲場業股份有限公司,2300000
88663329,東徽企業股份有限公司,2300000
49701774,冠軍建材股份有限公司,2270000
75137605,永記造漆工業(股)公司,2000000
23113940,台灣櫻花股份有限公司,2000000
34149369,潤隆建設股份有限公司,2000000
05119864,亞洲工程企業股份有限公司,2000000
55783288,亨通興業有限公司,2000000
16804911,永祥投資股份有限公司,2000000
28719778,傑合國際有限公司,2000000
55784435,元順興業有限公司,2000000
16832727,雅適國際股份有限公司,2000000
03522600,遠東新世紀股份有限公司,2000000
16744288,鼎元國際投資股份有限公司,2000000
22553878,裕元投資股份有限公司,2000000
22099548,旺宏電子股份有限公司,2000000
88729933,達家玻璃膠股份有限公司,2000000
04207221,裕民股份有限公司,2000000
53555534,森岳傳播股份有限公司,2000000
44967845,安和製衣股份有限公司,2000000
22659295,聯上開發股份有限公司,2000000
05707618,遠鼎股份有限公司,2000000
12950188,美港聯和股份有限公司,2000000
23116897,德勤投資股份有限公司,2000000
86517096,遠東國際商業銀行股份有限公司,2000000
16156865,巨豐旅館管理顧問股份有限公司,2000000
22221180,宏盛建設股份有限公司,2000000
16834268,富喬工業股份有限公司,2000000
28161131,竹風建設股份有限公司,2000000
16743605,達泰投資股份有限公司,2000000
36552651,亞東證券股份有限公司,2000000
54003659,金駿營造股份有限公司,2000000
22266828,遠鼎投資股份有限公司,2000000
52610685,南僑油脂事業股份有限公司,2000000
12305479,興富發建設股份有限公司,2000000
86024918,森豐國際股份有限公司,2000000
29039617,遠智證劵股份有限公司,2000000
86686418,裕鼎實業股份有限公司,2000000
55783230,正喆企業有限公司,2000000
93693490,金協興營造股份有限公司,2000000
53113432,遠東巨城購物中心股份有限公司,2000000
53756716,元盛國際興業股份有限公司,2000000
28435462,漢神購物中心股份有限公司高雄分公司,2000000
59003799,久津實業股份有限公司,2000000
23222341,富達運輸股份有限公司,2000000
