選舉,捐贈對象,捐贈人,捐贈日期,捐贈金額
105年立法委員選舉,陳賴素美,遠鼎股份有限公司,104/12/30,200000
105年立法委員選舉,陳賴素美,又升企業社,104/11/19,20000
105年立法委員選舉,陳賴素美,盈家投資股份有限公司,104/12/22,500000
105年立法委員選舉,陳賴素美,新品資源科技股份有限公司,105/01/05,100000
105年立法委員選舉,陳賴素美,新品資源科技股份有限公司,105/01/04,100000
105年立法委員選舉,陳賴素美,巨和鋁業股份有限公司,104/08/18,500000
105年立法委員選舉,陳賴素美,嘉裕德股份有限公司,104/10/04,10000
105年立法委員選舉,陳賴素美,慶皇水泥股份有限公司,104/12/25,100000
105年立法委員選舉,陳賴素美,如毅物流股份有限公司,104/12/12,50000
105年立法委員選舉,陳賴素美,五洲製藥股份有限公司,104/12/09,200000
105年立法委員選舉,陳賴素美,謚源實業股份有限公司,104/12/03,100000
105年立法委員選舉,陳賴素美,謚源實業股份有限公司,104/10/04,100000
105年立法委員選舉,陳賴素美,元基材料有限公司,104/12/15,200000
105年立法委員選舉,陳賴素美,福泰團膳股份有限公司,104/09/05,60000
105年立法委員選舉,陳賴素美,旭源營造工程股份有限公司,105/01/07,100000
105年立法委員選舉,陳賴素美,荃程汽車有限公司,104/11/10,200000
105年立法委員選舉,陳賴素美,國琳團膳有限公司,104/12/20,10000
105年立法委員選舉,陳賴素美,泰翔停車場有限公司,104/12/14,10000
105年立法委員選舉,陳賴素美,長風國際股份有限公司,104/12/04,100000
105年立法委員選舉,陳賴素美,啟翔輕金屬科技股份有限公司,104/12/31,100000
105年立法委員選舉,陳賴素美,泓泰環保科技股份有限公司,104/10/09,40000
105年立法委員選舉,陳賴素美,協昇能源科技股份有限公司,104/09/24,20000
105年立法委員選舉,陳賴素美,昱昇能源科技股份有限公司,104/09/24,20000
105年立法委員選舉,陳賴素美,順建電機技師事務所,104/10/27,10000
105年立法委員選舉,陳賴素美,三每有限公司,104/10/30,100000
105年立法委員選舉,陳賴素美,賜福船長有限公司,104/10/28,100000
105年立法委員選舉,陳賴素美,直昇能源科技股份有限公司,104/09/24,20000
105年立法委員選舉,陳賴素美,世聯倉運股份有限公司,104/10/09,20000
105年立法委員選舉,陳賴素美,達一實業股份有限公司,104/12/31,50000
105年立法委員選舉,陳賴素美,千如電機工業股份有限公司,105/01/07,50000
105年立法委員選舉,陳賴素美,白玉砂石股份有限公司,105/01/15,30000
105年立法委員選舉,陳賴素美,景山交通股份有限公司,104/09/21,300000
105年立法委員選舉,陳賴素美,洛克斯企業有限公司,104/12/25,50000
105年立法委員選舉,陳賴素美,欣翔企業有限公司,104/10/31,50000
105年立法委員選舉,陳賴素美,宸新有機實業,104/09/24,20000
105年立法委員選舉,陳賴素美,亭均實業有限公司,104/10/04,10000
105年立法委員選舉,陳賴素美,佳佳農產品實業有限公司,104/09/23,66000
105年立法委員選舉,陳賴素美,台灣德和精化股份有限公司,104/12/31,50000
105年立法委員選舉,陳賴素美,圳泰精密工業有限公司,105/01/14,10000
105年立法委員選舉,陳賴素美,國鎰建設股份有限公司,105/01/06,200000
105年立法委員選舉,陳賴素美,立興投資股份有限公司,105/01/07,100000
105年立法委員選舉,陳賴素美,新光桌板有限公司,104/10/04,10000
105年立法委員選舉,陳賴素美,又春實業有限公司,104/10/28,60000
105年立法委員選舉,陳賴素美,崑琦工業股份有限公司,105/01/06,20000
105年立法委員選舉,陳賴素美,怡心托兒所,104/12/12,10000
