選舉,捐贈對象,捐贈人,捐贈日期,捐贈金額
101年立法委員選舉,林濁水,協明化工股份公司,100/11/13,100000
101年立法委員選舉,林濁水,喬集股份有限公司,100/11/24,30000
101年立法委員選舉,林濁水,北宜通商股份有限公司,100/10/26,100000
101年立法委員選舉,林濁水,全青股份有限公司,100/11/07,500000
101年立法委員選舉,林濁水,全青股份有限公司,100/12/13,450000
101年立法委員選舉,林濁水,建聖投資股份公司,100/11/10,200000
101年立法委員選舉,林濁水,新瓦投資股份有限公司,101/01/11,200000
101年立法委員選舉,林濁水,力鶴投資股份有限公司,100/12/02,100000
101年立法委員選舉,林濁水,璟昌機電工業股份有限公司,100/12/02,100000
101年立法委員選舉,林濁水,互為主體廣告股份有限公司,101/01/10,200000
101年立法委員選舉,林濁水,元譽精業有限公司,100/12/19,80000
101年立法委員選舉,林濁水,固安消防工程顧問有限公司,100/10/17,30000
101年立法委員選舉,林濁水,新發製鋼股份有限公司,100/12/09,200000
101年立法委員選舉,林濁水,凱威紙業有限公司,100/12/21,10000
101年立法委員選舉,林濁水,全億投資股份有限公司,100/11/22,500000
101年立法委員選舉,林濁水,集士國際開發股份有限公司,100/12/19,75000
101年立法委員選舉,林濁水,才庫人力資源顧問股份有限公司,100/12/19,75000
101年立法委員選舉,林濁水,英芳股份有限公司,100/12/14,10000
101年立法委員選舉,林濁水,綸宸實業股份公司,100/10/23,10000
101年立法委員選舉,林濁水,煒豐精密工業有限公司,100/10/23,50000
101年立法委員選舉,林濁水,喬集應用材料股份有限公司,100/11/24,30000
101年立法委員選舉,林濁水,和築開發股份有限公司,101/01/11,50000
101年立法委員選舉,林濁水,新東海國際科技有限公司,100/12/28,20000
101年立法委員選舉,林濁水,昕傳廣告股份有限公司,100/12/13,500000
101年立法委員選舉,林濁水,金元福包裝企業股份有限公司,100/12/22,100000
101年立法委員選舉,林濁水,順盛工業股份有限公司,100/10/23,10000
101年立法委員選舉,林濁水,鼎慎投資股份有限公司,100/11/15,200000
101年立法委員選舉,林濁水,阿爾貝斯特樂器有限公司,100/12/14,10000
101年立法委員選舉,林濁水,板建開發股份有限公司,101/01/06,200000
101年立法委員選舉,林濁水,皆豪實業股份有限公司,100/11/09,200000
101年立法委員選舉,林濁水,利挺建設有限公司,101/01/11,50000
101年立法委員選舉,林濁水,僑登企業股份有限公司,100/12/28,20000
101年立法委員選舉,林濁水,同昌投資有限公司,100/12/09,150000
101年立法委員選舉,林濁水,力穩企業股份有限公司,100/12/02,100000
