選舉,捐贈對象,捐贈人,捐贈日期,捐贈金額
101年立法委員選舉,呂學樟,永安鐵櫃家具(股)公司,101/01/11,50000
097年立法委員選舉,呂學樟,正銓實業股份有限公司,096/12/26,30000
097年立法委員選舉,呂學樟,新協興精品傢俱,096/12/16,12000
097年立法委員選舉,呂學樟,聯立汽車有限公司,097/01/07,500000
097年立法委員選舉,呂學樟,聯立汽車有限公司,096/12/10,500000
101年立法委員選舉,呂學樟,聯立汽車有限公司,100/09/19,300000
097年立法委員選舉,呂學樟,皇家可口(股)公司,096/12/14,50000
101年立法委員選舉,呂學樟,上濱空調興業股份有限公司,100/12/28,50000
101年立法委員選舉,呂學樟,優群科技(股)公司,100/12/06,168000
097年立法委員選舉,呂學樟,寶來證券(股)公司,096/11/12,300000
101年立法委員選舉,呂學樟,佑順加油站(股)公司,101/01/10,100000
101年立法委員選舉,呂學樟,富泰空調科技(股)公司,100/12/16,50000
101年立法委員選舉,呂學樟,霖城科技(股)公司,100/12/05,10000
101年立法委員選舉,呂學樟,富源建設(股)公司,100/12/30,200000
101年立法委員選舉,呂學樟,夏諾科技(股)公司,100/11/10,20000
101年立法委員選舉,呂學樟,竹榮鋼鐵工業(股)公司,100/12/12,10000
097年立法委員選舉,呂學樟,台關工業股份有限公司,097/01/11,100000
101年立法委員選舉,呂學樟,全航通信器材(有)公司,100/12/07,20000
101年立法委員選舉,呂學樟,永炬企業(股)公司,101/01/13,300000
101年立法委員選舉,呂學樟,宏泰工業社,100/12/20,10000
097年立法委員選舉,呂學樟,享盛企業有限公司,096/11/30,20000
101年立法委員選舉,呂學樟,中瀛鐵工廠,100/12/05,10000
097年立法委員選舉,呂學樟,鍵發工業股份有限公司,096/12/01,100000
101年立法委員選舉,呂學樟,鍵發工業(股)公司,100/12/16,100000
101年立法委員選舉,呂學樟,太輝開發(股)公司,101/01/06,20000
101年立法委員選舉,呂學樟,海燕工業(股)公司,100/11/26,160000
101年立法委員選舉,呂學樟,台西鵝肉城,100/11/26,30000
097年立法委員選舉,呂學樟,新娘物語婚紗攝影有限公司,096/11/23,60000
101年立法委員選舉,呂學樟,竹冠建設(股)公司,100/12/09,300000
097年立法委員選舉,呂學樟,新華米粉廠有限公司,096/12/03,12000
097年立法委員選舉,呂學樟,國順預拌混凝土(股)公司,096/12/27,300000
101年立法委員選舉,呂學樟,品堅工業(股)公司,100/12/07,200000
101年立法委員選舉,呂學樟,古奇峰飲食店,100/12/05,30000
101年立法委員選舉,呂學樟,京富祥營造(股)公司,101/01/03,100000
097年立法委員選舉,呂學樟,辰鴻加油站股份有限公司,096/11/22,100000
101年立法委員選舉,呂學樟,辰鴻加油站(股)公司,100/11/22,150000
101年立法委員選舉,呂學樟,光楹消防安全設備(股)公司,100/12/30,100000
097年立法委員選舉,呂學樟,金益鼎企業(股)公司,096/11/27,600000
101年立法委員選舉,呂學樟,金益鼎企業(股)公司,100/12/29,600000
101年立法委員選舉,呂學樟,金益鼎企業股份有限公司,101/01/13,100000
