選舉,捐贈對象,捐贈人,捐贈日期,捐贈金額
101年立法委員選舉,林益世,耕享企業股份有限公司,100/12/28,50000
101年立法委員選舉,林益世,中國石油化學工業開發股份有限公司,101/01/13,500000
097年立法委員選舉,林益世,孟裕實業股份有限公司,096/12/10,300000
097年立法委員選舉,林益世,亞太國際物流股份有限公司,096/12/10,500000
101年立法委員選舉,林益世,京城建設股份有限公司,100/12/28,50000
097年立法委員選舉,林益世,晨光幼稚園,096/12/18,100000
097年立法委員選舉,林益世,佛心中醫醫院,097/01/02,20000
097年立法委員選舉,林益世,金鎧鋁業股份有限公司,097/01/11,60000
097年立法委員選舉,林益世,長春人造樹脂股份有限公司,096/12/20,300000
101年立法委員選舉,林益世,長春人造樹脂廠股份有限公司,101/01/03,200000
097年立法委員選舉,林益世,春保鎢鋼集團,096/12/26,50000
101年立法委員選舉,林益世,大安金企業股份有限公司,100/12/27,50000
097年立法委員選舉,林益世,煜旌企業有限公司,097/01/11,50000
101年立法委員選舉,林益世,忻協企業股份有限公司,101/01/13,10000
097年立法委員選舉,林益世,騰展國際有限公司,096/12/03,30000
101年立法委員選舉,林益世,在仁企業股份有限公司,100/12/28,100000
101年立法委員選舉,林益世,嘉華盛科技股份有限公司,100/12/28,50000
101年立法委員選舉,林益世,漢霖投資有限公司,101/01/03,100000
101年立法委員選舉,林益世,永安豪農產加工股份有限公司,100/12/19,20000
101年立法委員選舉,林益世,崑郡建設股份有限公司,100/12/28,100000
097年立法委員選舉,林益世,春天投資股份有限公司,096/12/10,100000
101年立法委員選舉,林益世,億傑投資股份有限公司,100/12/19,100000
101年立法委員選舉,林益世,億亨投資股份有限公司,100/12/19,100000
097年立法委員選舉,林益世,大億科技股份有限公司,096/12/20,300000
097年立法委員選舉,林益世,健丞飼料有限公司,096/12/10,50000
097年立法委員選舉,林益世,富喬工業股份有限公司,096/12/20,200000
097年立法委員選舉,林益世,立光塑膠工業股份有限公司,097/01/11,50000
101年立法委員選舉,林益世,宏盛建設股份有限公司,101/01/03,500000
101年立法委員選舉,林益世,長宏工廠股份有限公司,101/01/09,150000
097年立法委員選舉,林益世,椿樺化學股份有限公司,097/01/03,100000
097年立法委員選舉,林益世,穩翔塑膠實業有限公司,096/12/10,30000
101年立法委員選舉,林益世,穩翔朔膠實業有限公司,100/10/31,30000
097年立法委員選舉,林益世,統一超商股份有限公司,097/01/11,300000
101年立法委員選舉,林益世,石安水泥製品實業股份有限公司,101/01/05,120000
101年立法委員選舉,林益世,石安水泥製品實業股份有限公司,101/01/13,100000
