選舉,捐贈對象,捐贈人,捐贈日期,捐贈金額
097年立法委員選舉,李鎮楠,清富纖維股份有限公司,096/12/21,100000
097年立法委員選舉,李鎮楠,中誠企業股份有限公司,096/12/14,100000
097年立法委員選舉,李鎮楠,翔鐳企業有限公司,096/12/28,50000
097年立法委員選舉,李鎮楠,千金投資有限公司,096/11/14,200000
097年立法委員選舉,李鎮楠,勝達證券投資顧問股份有限公司,096/12/06,200000
097年立法委員選舉,李鎮楠,漢諦塑膠有限公司,096/12/31,100000
097年立法委員選舉,李鎮楠,亨旭興業股份有限公司,096/11/21,200000
097年立法委員選舉,李鎮楠,住都飯店股份有限公司,096/12/28,20000
097年立法委員選舉,李鎮楠,沅益食品有限公司,096/12/14,30000
097年立法委員選舉,李鎮楠,正立特殊鋼股份有限公司,096/12/28,100000
097年立法委員選舉,李鎮楠,上展金屬工業股份有限公司,097/01/09,300000
097年立法委員選舉,李鎮楠,勝旭興業股份有限公司,096/12/31,100000
097年立法委員選舉,李鎮楠,益萊工業股份有限公司,096/12/31,50000
097年立法委員選舉,李鎮楠,華福食品股份有限公司,096/11/30,200000
097年立法委員選舉,李鎮楠,宜誠營造股份有限公司,096/12/04,100000
097年立法委員選舉,李鎮楠,淞竹塑膠股份有限公司,096/12/28,50000
097年立法委員選舉,李鎮楠,坤紀企業股份有限公司,096/12/28,50000
097年立法委員選舉,李鎮楠,昶欣實業股份有限公司,096/12/17,200000
097年立法委員選舉,李鎮楠,順安加油站股份有限公司,096/12/21,100000
097年立法委員選舉,李鎮楠,永純化學工業股份有限公司,096/12/25,100000
097年立法委員選舉,李鎮楠,翔富興業股份有限公司,096/12/04,50000
097年立法委員選舉,李鎮楠,員邦企業股份有限公司,096/12/19,200000
097年立法委員選舉,李鎮楠,集盛實業股份有限公司,096/12/31,20000
097年立法委員選舉,李鎮楠,瓦特汽車材料製造工業股份有限公司,096/12/28,10000
097年立法委員選舉,李鎮楠,寧揚煤氣分裝股份有限公司,096/12/28,10000
097年立法委員選舉,李鎮楠,穩順貨運股份有限公司,096/12/31,10000
097年立法委員選舉,李鎮楠,尚美實業股份有限公司,096/12/17,200000
097年立法委員選舉,李鎮楠,誠穩企業有限公司,096/12/14,40000
097年立法委員選舉,李鎮楠,忠佑營造股份有限公司,096/12/14,100000
097年立法委員選舉,李鎮楠,英文精密企業股份有限公司,96/12/31,35000
097年立法委員選舉,李鎮楠,金建企業股份有限公司,096/12/31,35000
097年立法委員選舉,李鎮楠,建元養護中心,096/12/31,20000
097年立法委員選舉,李鎮楠,采聲企業股份有限公司,096/12/04,20000
097年立法委員選舉,李鎮楠,邦達國際人力股份有限公司,096/11/16,300000
097年立法委員選舉,李鎮楠,東林國際汽車有限公司,096/12/14,100000
097年立法委員選舉,李鎮楠,漢祥建設股份有限公司,096/12/14,100000
097年立法委員選舉,李鎮楠,台灣冷光科技有限公司,096/12/04,100000
097年立法委員選舉,李鎮楠,柏昶建設有限公司,096/12/31,30000
097年立法委員選舉,李鎮楠,華馥建設有限公司,096/12/04,100000
097年立法委員選舉,李鎮楠,億凱企業股份有限公司,096/12/04,300000
097年立法委員選舉,李鎮楠,旭隆有限公司,096/12/26,200000
097年立法委員選舉,李鎮楠,惠陽電腦有限公司,096/12/28,50000
097年立法委員選舉,李鎮楠,誠德工業工程有限公司,096/12/14,40000
097年立法委員選舉,李鎮楠,麗源建設股份有限公司,096/12/21,300000
097年立法委員選舉,李鎮楠,旺氣建設有限公司,096/12/04,100000
097年立法委員選舉,李鎮楠,展雲事業股份有限公司,096/12/31,100000
097年立法委員選舉,李鎮楠,元運塑膠機械股份有限公司,096/12/31,150000
097年立法委員選舉,李鎮楠,萬事興有限公司,096/11/14,200000
097年立法委員選舉,李鎮楠,理太科技股份有限公司,096/11/30,10000
