選舉,捐贈對象,捐贈人,捐贈日期,捐贈金額
097年立法委員選舉,李俊毅,元大京華證券(股)公司,096/09/18,1000000
097年立法委員選舉,李俊毅,謙順行(股)公司,096/12/20,100000
097年立法委員選舉,李俊毅,弘博鋼鐵(股)公司,096/12/04,200000
097年立法委員選舉,李俊毅,大合塑膠廠,096/11/13,100000
097年立法委員選舉,李俊毅,攸紘企業(股)公司,096/11/12,660000
097年立法委員選舉,李俊毅,儷堂建設有限公司,096/12/19,100000
097年立法委員選舉,李俊毅,南亞瓦斯興業有限公司,096/11/10,30000
097年立法委員選舉,李俊毅,中工管理顧問有限公司,096/12/17,300000
097年立法委員選舉,李俊毅,明聖營造有限公司,096/12/21,20000
097年立法委員選舉,李俊毅,正立特殊鋼(股)公司,096/12/10,100000
097年立法委員選舉,李俊毅,堤維西交通工業股份有限公司,097/01/11,60000
097年立法委員選舉,李俊毅,元大京華證券投資顧問(股)公司,096/09/18,300000
097年立法委員選舉,李俊毅,新安育樂事業股份有限公司,096/12/20,300000
097年立法委員選舉,李俊毅,龍慶石材(股)公司,096/08/27,200000
097年立法委員選舉,李俊毅,富比特塑膠模具(股)公司,096/11/30,300000
097年立法委員選舉,李俊毅,允有興業(股)公司,096/10/16,1000000
097年立法委員選舉,李俊毅,一吉營造(股)公司,096/11/02,300000
097年立法委員選舉,李俊毅,樺誼昌企業社,096/09/10,50000
097年立法委員選舉,李俊毅,三星科技(股)公司,096/12/10,500000
097年立法委員選舉,李俊毅,台南企業(股)公司,096/12/20,500000
097年立法委員選舉,李俊毅,大統灌裝(股)公司,096/11/10,30000
097年立法委員選舉,李俊毅,日農企業(股)公司,096/12/07,200000
097年立法委員選舉,李俊毅,建利光學(股)公司,096/12/20,100000
097年立法委員選舉,李俊毅,青鋼金屬建材(股)公司,096/11/14,200000
097年立法委員選舉,李俊毅,登榮運輸有限公司,096/12/12,50000
097年立法委員選舉,李俊毅,和興石灰工廠(股)公司,096/12/20,200000
097年立法委員選舉,李俊毅,源木業有限公司,096/12/29,50000
097年立法委員選舉,李俊毅,東弘金屬工業(股)公司,096/12/06,300000
097年立法委員選舉,李俊毅,學甲企業(股)公司,096/11/10,30000
097年立法委員選舉,李俊毅,宗興鐵線廠(股)公司,096/12/01,60000
097年立法委員選舉,李俊毅,善化工業(股)公司,096/12/06,100000
097年立法委員選舉,李俊毅,聯合液化石油氣分裝企業(股)公司,096/11/10,30000
097年立法委員選舉,李俊毅,福光企業(股)公司,096/07/20,300000
097年立法委員選舉,李俊毅,金帥液化石油氣分裝(股)公司,096/11/10,30000
097年立法委員選舉,李俊毅,萬國通路(股)公司,096/12/11,100000
097年立法委員選舉,李俊毅,皇田工業股份有限公司,097/01/03,100000
097年立法委員選舉,李俊毅,康那香企業(股)公司,096/12/10,100000
097年立法委員選舉,李俊毅,三燕兄弟能源(股)公司,096/11/10,30000
097年立法委員選舉,李俊毅,瑞鎰工業(股)公司,096/12/04,20000
097年立法委員選舉,李俊毅,信宇科技(股)公司,096/11/20,50000
097年立法委員選舉,李俊毅,正州實業(股)公司,096/12/11,50000
097年立法委員選舉,李俊毅,宗鉦企業(股)公司,096/12/11,300000
097年立法委員選舉,李俊毅,富強鑫精密工業(股)公司,096/12/13,50000
097年立法委員選舉,李俊毅,源傑有限公司,096/11/14,50000
097年立法委員選舉,李俊毅,嘉陞建設有限公司,096/12/11,100000
097年立法委員選舉,李俊毅,羅一國際股份有限公司,096/11/23,200000
097年立法委員選舉,李俊毅,東盟開發實業(股)公司,096/09/29,500000
097年立法委員選舉,李俊毅,泉順食品企業(股)公司,096/10/26,100000
097年立法委員選舉,李俊毅,浩信房屋仲介(股)公司,096/12/11,100000
097年立法委員選舉,李俊毅,茂宏有限公司,096/09/04,100000
097年立法委員選舉,李俊毅,成綸企業股份有限公司,097/01/08,100000
097年立法委員選舉,李俊毅,新營三和紙業(股)公司,096/12/11,100000
097年立法委員選舉,李俊毅,肯力耐電機(股)公司,096/12/10,200000
