選舉,捐贈對象,捐贈人,捐贈日期,捐贈金額
097年立法委員選舉,徐國勇,台華通信企業有限公司,097/01/04,100000
097年立法委員選舉,徐國勇,天基冷凍機電廠股份有限公司,096/10/21,20000
097年立法委員選舉,徐國勇,新南豐建業股份有限公司,096/10/21,60000
097年立法委員選舉,徐國勇,德和貿易有限公司,096/10/21,100000
097年立法委員選舉,徐國勇,德和貿易有限公司,096/10/21,100000
097年立法委員選舉,徐國勇,豪美建設股份有限公司,096/12/20,200000
097年立法委員選舉,徐國勇,笙寶實業股份有限公司,096/11/08,250000
097年立法委員選舉,徐國勇,泛台實業股份有限公司,096/11/26,20000
097年立法委員選舉,徐國勇,統一數位翻譯股份有限公司,096/12/25,50000
097年立法委員選舉,徐國勇,新各界企業有限公司,097/01/04,100000
097年立法委員選舉,徐國勇,愛貝企業股份有限公司,096/10/30,10000
097年立法委員選舉,徐國勇,木鄉國際投資股份有限公司,097/01/04,100000
097年立法委員選舉,徐國勇,岑記國際股份有限公司,096/10/15,100000
097年立法委員選舉,徐國勇,暐祥興貿易有限公司,096/11/03,100000
097年立法委員選舉,徐國勇,天香回味有限公司,096/10/26,300000
097年立法委員選舉,徐國勇,賽門科技股份有限公司,096/12/20,50000
097年立法委員選舉,徐國勇,浩銅汽車有限公司,096/10/25,10000
097年立法委員選舉,徐國勇,一協榮股份有限公司,096/11/14,30000
097年立法委員選舉,徐國勇,旭沅實業有限公司,096/10/25,30000
097年立法委員選舉,徐國勇,得全傢俱有限公司,097/01/08,100000
097年立法委員選舉,徐國勇,得全傢俱有限公司,097/01/07,100000
097年立法委員選舉,徐國勇,超昱光電科技股份有限公司,096/11/14,200000
097年立法委員選舉,徐國勇,龍山佛具行,096/10/25,10000
097年立法委員選舉,徐國勇,得洋電子工業股份有限公司,096/10/21,60000
097年立法委員選舉,徐國勇,得洋電子工業股份有限公司,096/10/24,60000
097年立法委員選舉,徐國勇,日溢企業有限公司,096/12/31,100000
097年立法委員選舉,徐國勇,仁寶電腦工業股東,097/01/09,200000
097年立法委員選舉,徐國勇,豐雅實業股份有限公司,096/10/26,200000
097年立法委員選舉,徐國勇,陽光有限公司,097/01/04,20000
097年立法委員選舉,徐國勇,大銘企業股份有限公司,096/10/25,10000
097年立法委員選舉,徐國勇,爵士西點麵包有限公司,096/10/05,100000
097年立法委員選舉,徐國勇,福竝工業股份有限公司,096/10/23,100000
097年立法委員選舉,徐國勇,東慶工程有限公司,097/01/02,50000
097年立法委員選舉,徐國勇,大鋒汽車修配股份有限公司,096/11/15,100000
097年立法委員選舉,徐國勇,龍利工程有限公司,096/11/24,100000
097年立法委員選舉,徐國勇,欣欣企業有限公司,096/10/25,20000
097年立法委員選舉,徐國勇,亞冠水電材料有限公司,096/10/25,30000
097年立法委員選舉,徐國勇,展昭國際企業股份有限公司,096/10/21,50000
097年立法委員選舉,徐國勇,裕祥營造股份有限公司,096/12/01,10000
097年立法委員選舉,徐國勇,同鎮國際貿股份有限公司,097/01/11,20000
097年立法委員選舉,徐國勇,宏韋彩色製版有限公司,096/10/21,10000
097年立法委員選舉,徐國勇,北聖工程股份有限公司,096/10/30,10000
097年立法委員選舉,徐國勇,中國變速工程股份有限公司,096/11/03,10000
097年立法委員選舉,徐國勇,立琚建設有限公司,097/01/10,50000
097年立法委員選舉,徐國勇,金海利香業有限公司,096/12/30,70000
097年立法委員選舉,徐國勇,金海利香業有限公司,096/10/25,30000
097年立法委員選舉,徐國勇,飛柔生活科技有限公司,096/12/10,10000
097年立法委員選舉,徐國勇,網路奇兵資訊社,096/10/09,10000
097年立法委員選舉,徐國勇,光華巴士股份有限公司,096/12/01,50000
097年立法委員選舉,徐國勇,千松交通器械股份有限公司,096/12/08,10000
097年立法委員選舉,徐國勇,永州企業有限公司,096/10/25,10000
097年立法委員選舉,徐國勇,承安實業股份有限公司,096/12/26,60000
097年立法委員選舉,徐國勇,定記商行股份有限公司,096/12/05,200000
097年立法委員選舉,徐國勇,網路新貴資訊社,096/10/09,10000
097年立法委員選舉,徐國勇,喬揚成衣有限公司,096/10/21,10000
097年立法委員選舉,徐國勇,台北汽車客運股份有限公司,096/11/30,200000
097年立法委員選舉,徐國勇,員邦企業股份有限公司,096/12/08,500000
097年立法委員選舉,徐國勇,冠軍建材股份有限公司,096/10/21,100000
097年立法委員選舉,徐國勇,笙泰營造有限公司,096/11/03,500000
097年立法委員選舉,徐國勇,有昇國際有限公司,096/12/19,30000
097年立法委員選舉,徐國勇,新觀念產物保險代理股份有限公司,096/10/31,30000
097年立法委員選舉,徐國勇,振吉電化廠股份有限公司,097/01/07,50000
097年立法委員選舉,徐國勇,戴姆樂開發股份有限公司,096/11/24,10000
097年立法委員選舉,徐國勇,翔生科技有限公司,096/12/08,20000
097年立法委員選舉,徐國勇,王將地產企劃有限公司,096/10/21,40000
097年立法委員選舉,徐國勇,三芳紙業有限公司,096/10/26,50000
097年立法委員選舉,徐國勇,麗第建設有限公司,096/11/24,10000
097年立法委員選舉,徐國勇,天仁餐盒有限公司,096/10/25,20000
097年立法委員選舉,徐國勇,育盟股份有限公司,096/12/04,400000
097年立法委員選舉,徐國勇,華弘國際股份有限公司,096/10/21,60000
097年立法委員選舉,徐國勇,華弘國際股份有限公司,096/11/24,30000
097年立法委員選舉,徐國勇,佑麒工程開發有限公司,096/10/31,50000
097年立法委員選舉,徐國勇,沿平興業股份有限公司,096/12/14,50000
097年立法委員選舉,徐國勇,金詮營造有限公司,096/11/27,200000
097年立法委員選舉,徐國勇,偉特霖貿易有限公司,096/10/21,20000
