選舉,捐贈對象,捐贈人,捐贈日期,捐贈金額
101年立法委員選舉,李建昌,建忠實業有限公司,101/01/13,10000
101年立法委員選舉,李建昌,錢宏洋建築師事務所,100/09/28,20000
101年立法委員選舉,李建昌,成功營建股份有限公司,100/09/28,40000
107年直轄市議員選舉,李建昌,成功營建股份有限公司,1070803,100000.00
101年立法委員選舉,李建昌,長虹建設股份有限公司,101/01/10,100000
111年臺北市議員選舉,李建昌,長虹建設股份有限公司,1111003,360000.00
107年直轄市議員選舉,李建昌,樹賢企業股份有限公司,1071012,120000.00
107年直轄市議員選舉,李建昌,日中有限公司,1071103,10000.00
107年直轄市議員選舉,李建昌,地樺營造事業股份有限公司,1070502,200000.00
111年臺北市議員選舉,李建昌,盛昌行,1111029,100000.00
107年直轄市議員選舉,李建昌,造格室內裝修有限公司,1070713,200000.00
111年臺北市議員選舉,李建昌,統一數位翻譯股份有限公司,1110519,20000.00
101年立法委員選舉,李建昌,創奇企業有限公司,101/01/10,60000
107年直轄市議員選舉,李建昌,無限映像製作有限公司,1071026,50000.00
111年臺北市議員選舉,李建昌,無限映像製作有限公司,1111013,50000.00
107年直轄市議員選舉,李建昌,禾聯股份有限公司,1071012,300000.00
111年臺北市議員選舉,李建昌,名富投資股份有限公司,1111031,50000.00
101年立法委員選舉,李建昌,保證責任臺北市地下街場地利用合作社,100/08/15,16000
107年直轄市議員選舉,李建昌,賀寶金屬有限公司,1071103,10000.00
107年直轄市議員選舉,李建昌,賀寶金屬有限公司,1071103,20000.00
111年臺北市議員選舉,李建昌,賀寶金屬有限公司,1111029,30000.00
101年立法委員選舉,李建昌,世樺國際聯運有限公司,100/12/19,100000
107年直轄市議員選舉,李建昌,世樺國際聯運有限公司,1071119,100000.00
111年臺北市議員選舉,李建昌,世樺國際物流股份有限公司,1111111,100000.00
101年立法委員選舉,李建昌,聖陸營造工程（股）公司,100/12/22,200000
107年直轄市議員選舉,李建昌,洋伸企業有限公司,1070713,200000.00
101年立法委員選舉,李建昌,協記加油站,101/01/11,20000
107年直轄市議員選舉,李建昌,全明廣告股份有限公司,1071121,10000.00
111年臺北市議員選舉,李建昌,全明廣告股份有限公司,1111122,30000.00
107年直轄市議員選舉,李建昌,匯聚貿易股份有限公司,1071015,50000.00
107年直轄市議員選舉,李建昌,暐得機電有限公司,1071016,20000.00
107年直轄市議員選舉,李建昌,巨匠雲科技教育股份有限公司,1070926,100000.00
107年直轄市議員選舉,李建昌,元澤設計有限公司,1070803,50000.00
101年立法委員選舉,李建昌,金磚動力行銷股份有限公司,101/01/11,100000
101年立法委員選舉,李建昌,聯遠實業有限公司,100/11/20,10000
101年立法委員選舉,李建昌,總酆工程股份有限公司,100/09/28,100000
101年立法委員選舉,李建昌,名豐建設股份有限公司,100/09/30,200000
107年直轄市議員選舉,李建昌,名豐建設股份有限公司,1070502,200000.00
107年直轄市議員選舉,李建昌,名豐建設股份有限公司,1070525,200000.00
111年臺北市議員選舉,李建昌,總騰有限公司,1110728,200000.00
107年直轄市議員選舉,李建昌,承安實業股份有限公司,1071106,300000.00
111年臺北市議員選舉,李建昌,承安實業股份有限公司,1111103,300000.00
107年直轄市議員選舉,李建昌,聖豪工程行,1070820,10000.00
101年立法委員選舉,李建昌,順品企業有限公司,100/12/08,20000
111年臺北市議員選舉,李建昌,雲豹能源科技股份有限公司,1110722,200000.00
111年臺北市議員選舉,李建昌,哈珀國際有限公司,1111107,100000.00
101年立法委員選舉,李建昌,鼎慎投資股份有限公司,100/11/14,200000
107年直轄市議員選舉,李建昌,永鑫能源股份有限公司,1071009,100000.00
107年直轄市議員選舉,李建昌,同星科技股份有限公司,1070912,50000.00
111年臺北市議員選舉,李建昌,同星科技股份有限公司,1111025,50000.00
107年直轄市議員選舉,李建昌,一心開發工程有限公司,1071112,100000.00
111年臺北市議員選舉,李建昌,東興建設開發股份有限公司,1111107,20000.00
111年臺北市議員選舉,李建昌,原生生活股份有限公司,1111014,15000.00
107年直轄市議員選舉,李建昌,洛德城堡有限公司,1071103,30000.00
101年立法委員選舉,李建昌,萬通船務代理股份有限公司,100/12/29,100000
107年直轄市議員選舉,李建昌,茂楷建設股份有限公司,1071109,50000.00
