選舉,捐贈對象,捐贈人,捐贈日期,捐贈金額
097年立法委員選舉,簡肇棟,誠岱機械廠股份有限公司,096/12/19,50000
097年立法委員選舉,簡肇棟,延亞企業股份有限公司,096/08/24,300000
097年立法委員選舉,簡肇棟,吉緻工程股份有限公司,096/10/12,300000
097年立法委員選舉,簡肇棟,臺麒投資股份有限公司,097/01/11,50000
097年立法委員選舉,簡肇棟,贊銘營造有限公司,096/12/28,100000
097年立法委員選舉,簡肇棟,互助營造股份有限公司,096/09/29,200000
097年立法委員選舉,簡肇棟,瑞順興實業有限公司,096/12/24,20000
097年立法委員選舉,簡肇棟,元忠良工業股份有限公司,096/12/19,20000
097年立法委員選舉,簡肇棟,昶豐齒輪機械有限公司,096/12/24,20000
097年立法委員選舉,簡肇棟,壢友營造有限公司,096/12/28,100000
097年立法委員選舉,簡肇棟,布塞車汽車百貨有限公司,096/12/31,38000
097年立法委員選舉,簡肇棟,里祥礦冶科技股份有限公司,096/12/24,20000
097年立法委員選舉,簡肇棟,有德工業社,096/12/24,20000
097年立法委員選舉,簡肇棟,華興測量有限公司,096/12/04,60000
097年立法委員選舉,簡肇棟,原工業股份有限公司,096/12/19,20000
097年立法委員選舉,簡肇棟,昌明有限公司,096/08/31,100000
097年立法委員選舉,簡肇棟,偉霸工業股份有限公司,096/12/24,20000
097年立法委員選舉,簡肇棟,合勝熱處理股份有限公司,096/12/28,200000
097年立法委員選舉,簡肇棟,田盛工業股份有限公司,096/12/31,20000
097年立法委員選舉,簡肇棟,亞興測量有限公司,096/12/24,20000
097年立法委員選舉,簡肇棟,向榮工業股份有限公司,096/12/19,500000
097年立法委員選舉,簡肇棟,閤泰金屬實業股份有限公司,096/08/29,100000
097年立法委員選舉,簡肇棟,浩達工業股份有限公司,096/12/24,10000
097年立法委員選舉,簡肇棟,鴻毅特殊鋼股份有限公司,096/12/19,20000
097年立法委員選舉,簡肇棟,成運電機股份有限公司,096/12/19,200000
097年立法委員選舉,簡肇棟,金頌企業股份有限公司,096/12/19,22000
097年立法委員選舉,簡肇棟,東貿國際股份有限公司,096/11/20,100000
097年立法委員選舉,簡肇棟,大聖工程顧問有限公司,096/12/31,100000
097年立法委員選舉,簡肇棟,巨倫機械股份有限公司,096/12/19,20000
097年立法委員選舉,簡肇棟,伍強金屬工業股份有限公司,096/12/19,20000
097年立法委員選舉,簡肇棟,哈伯精密工業有限公司,096/12/19,80000
097年立法委員選舉,簡肇棟,民豐汽車事業股份有限公司,096/12/28,50000
097年立法委員選舉,簡肇棟,愛瑪瑞實業股份有限公司,096/12/19,20000
097年立法委員選舉,簡肇棟,龍寶建設股份有限公司,096/12/19,50000
097年立法委員選舉,簡肇棟,品茂塑膠工業股份有限公司,096/12/19,40000
097年立法委員選舉,簡肇棟,銀泰科技股份有限公司,097/01/04,100000
097年立法委員選舉,簡肇棟,江鍛工業股份有限公司,096/12/19,20000
097年立法委員選舉,簡肇棟,鈞祥精密工業股份有限公司,096/12/19,20000
097年立法委員選舉,簡肇棟,元盛營造股份有限公司,096/12/04,20000
097年立法委員選舉,簡肇棟,金麗緻工業有限公司,096/12/24,20000
097年立法委員選舉,簡肇棟,宅垣開發有限公司,096/12/19,40000
097年立法委員選舉,簡肇棟,紘享有限公司,096/12/04,20000
097年立法委員選舉,簡肇棟,永有投資有限公司,096/12/31,36000
097年立法委員選舉,簡肇棟,翔英建設股份有限公司,096/10/12,100000
097年立法委員選舉,簡肇棟,利晉工程股份有限公司,096/09/14,500000
097年立法委員選舉,簡肇棟,賀聖工業股份有限公司,096/12/19,20000
097年立法委員選舉,簡肇棟,德億物料企業社,096/12/28,12000
097年立法委員選舉,簡肇棟,龍昌機械股份有限公司,096/12/27,200000
097年立法委員選舉,簡肇棟,隆鑫塑膠工業社,096/12/19,50000
097年立法委員選舉,簡肇棟,和大工業股份有限公司,096/05/22,300000
097年立法委員選舉,簡肇棟,明祿工業股份有限公司,096/12/19,10000
097年立法委員選舉,簡肇棟,宇昱實業有限公司,096/12/01,100000
097年立法委員選舉,簡肇棟,大佶機電股份有限公司,096/12/19,20000
097年立法委員選舉,簡肇棟,祥安鋼鐵工業股份有限公司,096/12/19,40000
097年立法委員選舉,簡肇棟,新烽科技股份有限公司,096/12/28,90000
097年立法委員選舉,簡肇棟,環隆科技股份有限公司,096/10/30,200000
097年立法委員選舉,簡肇棟,國鎂汽車材料行,096/12/28,30000
097年立法委員選舉,簡肇棟,春錫機械工業股份有限公司,096/12/19,100000
097年立法委員選舉,簡肇棟,力陽工業股份有限公司,096/12/19,40000
097年立法委員選舉,簡肇棟,昇岱實業有限公司,096/12/19,20000
097年立法委員選舉,簡肇棟,力山工業股份有限公司,097/01/07,200000
097年立法委員選舉,簡肇棟,佳隆機械工業股份有限公司,096/12/31,500000
097年立法委員選舉,簡肇棟,全穎精密工業股份有限公司,096/12/31,20000
097年立法委員選舉,簡肇棟,建晟企業社,097/01/07,50000
097年立法委員選舉,簡肇棟,味丹企業股份有限公司,097/01/01,300000
097年立法委員選舉,簡肇棟,霸力樹脂化學工廠股份有限公司,096/12/24,20000
097年立法委員選舉,簡肇棟,聖宏機械廠,096/12/24,20000
097年立法委員選舉,簡肇棟,舜元建設股份有限公司,096/12/31,100000
097年立法委員選舉,簡肇棟,信昌工業社,096/12/24,20000
097年立法委員選舉,簡肇棟,漢昌企業社,096/12/24,20000
097年立法委員選舉,簡肇棟,威宇金屬科技股份有限公司,096/05/22,200000
097年立法委員選舉,簡肇棟,銓虹工業有限公司,096/11/20,30000
097年立法委員選舉,簡肇棟,好鄰居家庭百貨有限公司,096/12/24,50000
097年立法委員選舉,簡肇棟,大統合國際有限公司,096/12/28,40000
097年立法委員選舉,簡肇棟,英茂建設股份有限公司,096/12/31,20000
097年立法委員選舉,簡肇棟,侑達工業股份有限公司,096/12/24,20000
097年立法委員選舉,簡肇棟,慧萌室內裝修工程有限公司,096/08/2,100000
097年立法委員選舉,簡肇棟,國瑋興業有限公司,096/12/24,20000
097年立法委員選舉,簡肇棟,芫泰機械股份有限公司,096/12/24,20000
097年立法委員選舉,簡肇棟,志盛模具有限公司,096/12/04,10000
097年立法委員選舉,簡肇棟,創方有限公司,096/12/19,20000
097年立法委員選舉,簡肇棟,中港興食品股份有限公司,096/12/19,20000
097年立法委員選舉,簡肇棟,聯和通訊有限公司,096/12/19,10000
