選舉,捐贈對象,捐贈人,捐贈日期,捐贈金額
105年立法委員選舉,楊麗環,六大營造股份有限公司,105/01/14,100000
101年立法委員選舉,楊麗環,楷瑞科技印刷股份有限公司,100/12/30,100000
101年立法委員選舉,楊麗環,聚元股份有限公司,100/12/30,30000
101年立法委員選舉,楊麗環,南海遊艇製造股份有限公司,100/12/30,60000
105年立法委員選舉,楊麗環,中國人造纖維股份有限公司,104/12/16,300000
105年立法委員選舉,楊麗環,協欣金屬工業股份有限公司,104/12/31,1000000
097年立法委員選舉,楊麗環,瑞恩帝兒南竹幼稚園,096/12/19,100000
101年立法委員選舉,楊麗環,建勝工程行,100/12/12,10000
101年立法委員選舉,楊麗環,中英醫療社團法人中英醫院,100/12/02,50000
105年立法委員選舉,楊麗環,林建成嘉記股份有限公司,104/10/15,150000
097年立法委員選舉,楊麗環,今貿電氣有限公司,096/12/22,20000
105年立法委員選舉,楊麗環,大江生醫股份有限公司,104/10/15,300000
101年立法委員選舉,楊麗環,大江生醫股份有限公司,100/11/02,100000
105年立法委員選舉,楊麗環,台灣渥茂股份有限公司,104/12/22,100000
097年立法委員選舉,楊麗環,祥勝股份有限公司,097/01/08,100000
101年立法委員選舉,楊麗環,添進藥業股份有限公司,100/10/18,300000
107年直轄市市長選舉,楊麗環,大樹醫藥股份有限公司,1071029,500000.00
101年立法委員選舉,楊麗環,自在科技環保股份有限公司,101/01/09,100000
105年立法委員選舉,楊麗環,昭揚建設股份有限公司,104/12/28,500000
101年立法委員選舉,楊麗環,誼駿建設有限公司,101/01/09,200000
097年立法委員選舉,楊麗環,盛天有限公司,096/12/24,10000
097年立法委員選舉,楊麗環,尚新工程行,096/12/16,12000
097年立法委員選舉,楊麗環,林宏洲眼科診所,096/11/25,20000
097年立法委員選舉,楊麗環,私立悠遊安親班,097/01/10,20000
105年立法委員選舉,楊麗環,木豐建材股份有限公司,105/01/12,200000
097年立法委員選舉,楊麗環,田皇企業有限公司,096/12/29,10000
101年立法委員選舉,楊麗環,二十一世紀不動產股份有限公司,100/12/30,36000
105年立法委員選舉,楊麗環,承弘工業股份有限公司,104/10/29,500000
101年立法委員選舉,楊麗環,權業企業有限公司,100/11/28,10000
105年立法委員選舉,楊麗環,卓傳股份有限公司,104/10/14,300000
101年立法委員選舉,楊麗環,生生投資股份有限公司,100/12/28,100000
105年立法委員選舉,楊麗環,禾聯股份有限公司,104/11/02,300000
101年立法委員選舉,楊麗環,禾陽國際股份有限公司,100/12/06,300000
097年立法委員選舉,楊麗環,住都飯店股份有限公司,096/12/26,20000
101年立法委員選舉,楊麗環,金長益電器有限公司,101/01/06,20000
101年立法委員選舉,楊麗環,高雄市立岡山醫院委託秀傳醫療社團法人,101/01/06,100000
105年立法委員選舉,楊麗環,綠的旅館,104/12/28,20000
105年立法委員選舉,楊麗環,東隆興業股份有限公司,104/12/04,200000
101年立法委員選舉,楊麗環,勝昌製藥股份有限公司,100/10/24,100000
097年立法委員選舉,楊麗環,瑞恩帝兒幼稚園,096/12/19,50000
105年立法委員選舉,楊麗環,鍾永男建築師事務所,105/01/08,10000
105年立法委員選舉,楊麗環,台玉投資股份有限公司,104/10/15,150000
105年立法委員選舉,楊麗環,長欣營造股份有限公司,104/12/28,100000
097年立法委員選舉,楊麗環,厚榕工業股份有限公司,097/01/09,66000
097年立法委員選舉,楊麗環,聲遠光電股份有限公司,096/12/27,100000
105年立法委員選舉,楊麗環,台灣蠟品股份有限公司,104/12/30,300000
105年立法委員選舉,楊麗環,長昇建設股份有限公司,104/12/24,100000
101年立法委員選舉,楊麗環,長昇建設股份有限公司,100/12/23,500000
101年立法委員選舉,楊麗環,寬庭開發股份有限公司,100/12/02,50000
105年立法委員選舉,楊麗環,景文汽車玻璃有限公司,104/12/11,20000
105年立法委員選舉,楊麗環,登瑞建設股份有限公司,104/12/24,100000
105年立法委員選舉,楊麗環,翰徽企業股份有限公司,105/01/08,1000000
105年立法委員選舉,楊麗環,奧迪北區股份有限公司,105/01/05,100000
101年立法委員選舉,楊麗環,友達國際汽車有限公司,100/08/01,200000
101年立法委員選舉,楊麗環,玉山倉儲物流股份有限公司,100/12/28,100000
105年立法委員選舉,楊麗環,常合企業有限公司,105/01/13,100000
101年立法委員選舉,楊麗環,尚新開發工程有限公司,100/12/26,10000
101年立法委員選舉,楊麗環,五太汽車有限公司,100/12/12,30000
101年立法委員選舉,楊麗環,久鈺建設有限公司,101/01/09,20000
101年立法委員選舉,楊麗環,金磚動力行銷股份有限公司,100/12/27,200000
101年立法委員選舉,楊麗環,智富生物科技股份有限公司,100/11/25,10000
101年立法委員選舉,楊麗環,天成醫療社團法人天晟醫院,101/01/13,200000
101年立法委員選舉,楊麗環,上磊開發有限公司,100/12/14,25000
105年立法委員選舉,楊麗環,東森旅行社股份有限公司,104/12/22,100000
101年立法委員選舉,楊麗環,加賀建設股份有限公司,101/01/04,100000
097年立法委員選舉,楊麗環,翔勝建設有限公司,096/12/06,360000
101年立法委員選舉,楊麗環,動力生技有限公司,100/11/02,100000
101年立法委員選舉,楊麗環,台灣第一新藥股份有限公司,100/11/02,100000
105年立法委員選舉,楊麗環,靖洋傳媒科技股份有限公司,104/10/23,100000
105年立法委員選舉,楊麗環,隆安國際社顧問股份有限公司,104/12/01,100000
105年立法委員選舉,楊麗環,啟翔輕金屬科技股份有限公司,105/01/11,100000
097年立法委員選舉,楊麗環,佳得福企業股份有限公司大竹分公司,097/01/11,100000
105年立法委員選舉,楊麗環,怡盛公寓大廈管理維護股份有限公司,104/10/21,100000
097年立法委員選舉,楊麗環,湯陳石材有限公司,096/12/13,12000
101年立法委員選舉,楊麗環,湯陳石材有限公司,100/12/26,12000
105年立法委員選舉,楊麗環,京東科技有限公司,104/12/09,50000
097年立法委員選舉,楊麗環,瑞騰建設股份有限公司,096/12/21,100000
097年立法委員選舉,楊麗環,名崧企業有限公司,096/12/15,10000
097年立法委員選舉,楊麗環,璽寶建設有限公司,096/12/20,20000
097年立法委員選舉,楊麗環,久景實業有限公司,097/01/10,60000
101年立法委員選舉,楊麗環,創一投資股份有限公司,100/12/01,30000
101年立法委員選舉,楊麗環,長鑫不動產仲介經紀股份有限公司,100/12/06,100000
101年立法委員選舉,楊麗環,菱威汽車股份有限公司,100/12/01,1000000
105年立法委員選舉,楊麗環,宏賢建設股份有限公司,104/12/29,100000
101年立法委員選舉,楊麗環,旭聲科技股份有限公司,100/10/21,200000
101年立法委員選舉,楊麗環,旭聲科技股份有限公司,100/11/01,30000
105年立法委員選舉,楊麗環,璞慶建設股份有限公司,104/12/02,100000
097年立法委員選舉,楊麗環,中福營造有限公司,096/12/24,500000
101年立法委員選舉,楊麗環,正豐塑膠股份有限公司,101/01/03,250000
097年立法委員選舉,楊麗環,三洋窯業股份有限公司,096/12/24,100000
101年立法委員選舉,楊麗環,台灣眾鑫企業股份有限公司,100/11/28,200000
101年立法委員選舉,楊麗環,正陽機械企業股份有限公司,100/12/30,30000
105年立法委員選舉,楊麗環,永昇土木包工業,105/01/13,10000
107年直轄市市長選舉,楊麗環,黑貓自行車行,1071027,10000.00
105年立法委員選舉,楊麗環,瓦特汽車材料製造工業股份有限公司,104/12/22,20000
101年立法委員選舉,楊麗環,瓦特汽車材料製造工業股份有限公司,101/01/11,10000
105年立法委員選舉,楊麗環,台光染整股份有限公司,104/11/17,100000
101年立法委員選舉,楊麗環,台光染整股份有限公司,100/07/29,30000
097年立法委員選舉,楊麗環,賀溢企業有限公司,096/12/17,50000
101年立法委員選舉,楊麗環,正言權業不銹鋼有限公司,100/12/19,10000
105年立法委員選舉,楊麗環,中壢汽車客運股份有限公司,104/12/07,150000
097年立法委員選舉,楊麗環,岳豐科技股份有限公司,096/12/31,150000
105年立法委員選舉,楊麗環,沛喜股份有限公司,104/12/24,200000
101年立法委員選舉,楊麗環,佳瑩科技有限公司,101/01/05,50000
107年直轄市市長選舉,楊麗環,生園機械有限公司,1071114,60000.00
101年立法委員選舉,楊麗環,華藏世界傳播股份有限公司,100/12/29,100000
105年立法委員選舉,楊麗環,世弘工程股份有限公司,104/10/14,300000
101年立法委員選舉,楊麗環,永全懋股份有限公司,100/12/31,200000
097年立法委員選舉,楊麗環,紅拱門餐廳有限公司,096/12/17,30000
101年立法委員選舉,楊麗環,嘉駿建設股份有限公司,100/11/28,500000
097年立法委員選舉,楊麗環,榮春中醫診所,096/12/22,10000
101年立法委員選舉,楊麗環,饗賓餐旅事業股份有限公司,101/01/13,60000
101年立法委員選舉,楊麗環,富利家國際有限公司,100/12/22,10000
105年立法委員選舉,楊麗環,摩太科技股份有限公司,104/12/22,30000
105年立法委員選舉,楊麗環,新合發金屬股份有限公司,104/12/31,100000
101年立法委員選舉,楊麗環,翔生資訊股份有限公司,101/01/13,100000
101年立法委員選舉,楊麗環,尊勝建設股份有限公司,101/01/09,200000
101年立法委員選舉,楊麗環,盛弘醫藥股份有限公司,100/12/07,300000
101年立法委員選舉,楊麗環,遠傳建設股份有限公,100/12/06,500000
097年立法委員選舉,楊麗環,民祥建設有限公司,096/12/11,50000
105年立法委員選舉,楊麗環,春園建設股份有限公司,104/12/28,200000
105年立法委員選舉,楊麗環,誠銘建設開發股份有限公司,104/12/18,100000
097年立法委員選舉,楊麗環,昇遠建設股份有限公司,096/12/21,100000
097年立法委員選舉,楊麗環,富全人才仲介有限公司,096/12/21,10000
101年立法委員選舉,楊麗環,大智國際人力仲介有限公司,100/11/16,100000
097年立法委員選舉,楊麗環,華馥建設有限公司,097/01/03,160000
105年立法委員選舉,楊麗環,冠霖紡織股份有限公司,104/12/28,100000
101年立法委員選舉,楊麗環,瑞大鴻科技材料股份有限公司,100/11/22,50000
101年立法委員選舉,楊麗環,順倉股份有限公司,100/12/28,30000
101年立法委員選舉,楊麗環,得力富企業股份有限公司,100/10/17,250000
097年立法委員選舉,楊麗環,昇捷建設有限公司,096/12/11,100000
101年立法委員選舉,楊麗環,昇捷建設股份有限公司,100/12/28,200000
101年立法委員選舉,楊麗環,桃展建設股份有限公司,101/01/04,300000
097年立法委員選舉,楊麗環,證豐企業管理顧問有限公司,097/01/04,20000
097年立法委員選舉,楊麗環,恆欣人力資源管理顧問有限公司,097/01/08,10000
101年立法委員選舉,楊麗環,享笙有限公司,100/12/30,10000
101年立法委員選舉,楊麗環,信達克電子股份有限公司,100/12/26,10000
105年立法委員選舉,楊麗環,翔富車業有限公司,104/12/30,10000
097年立法委員選舉,楊麗環,世錩建材有限公司,096/12/21,20000
105年立法委員選舉,楊麗環,紅樹林廣告股份有限公司,104/12/07,150000
105年立法委員選舉,楊麗環,和平工業區專用港實業股份有限公司,104/12/31,800000
097年立法委員選舉,楊麗環,德川實品股份有限公司,096/12/26,10000
097年立法委員選舉,楊麗環,敏盛醫控股份有限公司,097/01/06,300000
101年立法委員選舉,楊麗環,光鈦國際工業股份有限公司,101/01/06,100000
107年直轄市市長選舉,楊麗環,光鈦國際工業股份有限公司,1071119,50000.00
101年立法委員選舉,楊麗環,鉅倉物流股份有限公司,100/12/07,100000
101年立法委員選舉,楊麗環,愛地雅工業股份有限公司,100/12/20,500000
097年立法委員選舉,楊麗環,瑞恩帝兒環中幼稚園,097/01/01,100000
107年直轄市市長選舉,楊麗環,黃德志,1071117,10000.00
107年直轄市市長選舉,楊麗環,卓賢能,1071122,10000.00
107年直轄市市長選舉,楊麗環,吳睿斌,1071123,20000.00
107年直轄市市長選舉,楊麗環,蘇哲政,1071123,30000.00
107年直轄市市長選舉,楊麗環,呂鐘江,1071027,10000.00
107年直轄市市長選舉,楊麗環,徐聰富,1071117,10000.00
107年直轄市市長選舉,楊麗環,楊明讚,1071115,10000.00
107年直轄市市長選舉,楊麗環,楊正信,1071102,50000.00
107年直轄市市長選舉,楊麗環,楊金益,1071029,10000.00
107年直轄市市長選舉,楊麗環,楊金錫,1071027,10000.00
107年直轄市市長選舉,楊麗環,葉松基,1071102,100000.00
107年直轄市市長選舉,楊麗環,賴廣田,1071107,100000.00
107年直轄市市長選舉,楊麗環,賴明鐘,1071107,100000.00
107年直轄市市長選舉,楊麗環,陳家欽,1071109,40000.00
107年直轄市市長選舉,楊麗環,洪秀對,1071115,10000.00
107年直轄市市長選舉,楊麗環,劉必棟,1071116,20000.00
107年直轄市市長選舉,楊麗環,鍾文雄,1071030,20000.00
