選舉,捐贈對象,捐贈人,捐贈日期,捐贈金額
097年立法委員選舉,吳育昇,協達水電工程有限公司,097/01/08,30000
105年立法委員選舉,吳育昇,遠東百貨股份有限公司,104/12/29,1000000
105年立法委員選舉,吳育昇,聲寶股份有限公司,105/01/05,1000000
097年立法委員選舉,吳育昇,南海遊艇製造股份有限公司,096/12/17,100000
101年立法委員選舉,吳育昇,南海遊艇製造股份有限公司,01/1/10,200000
097年立法委員選舉,吳育昇,九和汽車股份有限公司,096/12/06,300000
097年立法委員選舉,吳育昇,長虹建設股份有限公司,096/09/11,100000
101年立法委員選舉,吳育昇,長虹建設股份有限公司,101/01/10,100000
101年立法委員選舉,吳育昇,雄獅旅行社股份有限公司,101/01/11,200000
097年立法委員選舉,吳育昇,遠鼎股份有限公司,096/12/24,1000000
101年立法委員選舉,吳育昇,遠鼎股份有限公司,100/11/11,1000000
101年立法委員選舉,吳育昇,中國人造纖維股份有限公司,100/12/12,500000
097年立法委員選舉,吳育昇,永恆機電工業股份有限公司,097/01/10,50000
105年立法委員選舉,吳育昇,惠亞工程股份有限公司,104/12/03,100000
097年立法委員選舉,吳育昇,惠亞工程股份有限公司,097/01/07,200000
101年立法委員選舉,吳育昇,惠亞工程股份有限公司,100/11/11,50000
105年立法委員選舉,吳育昇,毅宜工業股份有限公司,104/11/30,300000
097年立法委員選舉,吳育昇,毅宜工業股份有限公司,096/12/20,300000
101年立法委員選舉,吳育昇,毅宜工業股份有限公司,100/07/01,300000
105年立法委員選舉,吳育昇,方格子文化事業有限公司,104/12/08,20000
105年立法委員選舉,吳育昇,助群營造股份有限公司,104/12/19,500000
097年立法委員選舉,吳育昇,春保鎢鋼合金股份有限公司,096/12/31,100000
097年立法委員選舉,吳育昇,耀儀貿易有限公司,096/12/07,20000
097年立法委員選舉,吳育昇,興富發建設股份有限公司,097/01/09,300000
097年立法委員選舉,吳育昇,興富發建設股份有限公司,096/12/11,200000
105年立法委員選舉,吳育昇,崇偉營造工程股份有限公司,104/12/18,200000
101年立法委員選舉,吳育昇,創奇企業有限公司,101/01/11,120000
105年立法委員選舉,吳育昇,環泰企業股份有限公司,104/12/31,100000
097年立法委員選舉,吳育昇,藝典鐳射科技有限公司,096/12/31,120000
097年立法委員選舉,吳育昇,佑商印刷股份有限公司,097/01/10,100000
101年立法委員選舉,吳育昇,太天興業有限公司,101/01/09,100000
101年立法委員選舉,吳育昇,裕祐投資股份有限公司,101/01/05,300000
105年立法委員選舉,吳育昇,行企股份有限公司,104/12/02,1000000
097年立法委員選舉,吳育昇,掌握公關顧問股份有限公司,096/11/12,100000
097年立法委員選舉,吳育昇,源城股份有限公司,097/01/09,100000
097年立法委員選舉,吳育昇,聯鑫開發股份有限公司,096/09/28,100000
101年立法委員選舉,吳育昇,先鋒證券投資顧問股份有限公司,100/11/01,20000
105年立法委員選舉,吳育昇,豪志工程股份有限公司,104/11/04,150000
101年立法委員選舉,吳育昇,豪志工程股份有限公司,100/11/30,100000
097年立法委員選舉,吳育昇,原統交通股份有限公司,096/11/30,100000
101年立法委員選舉,吳育昇,千利科技有限公司,100/11/24,200000
097年立法委員選舉,吳育昇,明盛砂石有限公司,097/01/11,100000
101年立法委員選舉,吳育昇,海磊實業有限公司,100/12/19,50000
101年立法委員選舉,吳育昇,冠慶機電股份有限公司,100/11/18,200000
097年立法委員選舉,吳育昇,葛山園藝有限公司,097/01/11,10000
105年立法委員選舉,吳育昇,駿達船務代理股份有限公司,104/08/21,500000
101年立法委員選舉,吳育昇,駿達船務代理股份有限公司,100/07/28,300000
101年立法委員選舉,吳育昇,駿達船務代理股份有限公司,100/07/29,200000
101年立法委員選舉,吳育昇,駿達船務代理股份有限公司,101/01/02,200000
101年立法委員選舉,吳育昇,興玖實業股份有限公司,100/12/14,1000000
101年立法委員選舉,吳育昇,懷陽投資有限公司,100/12/29,100000
105年立法委員選舉,吳育昇,禾聯股份有限公司,104/10/23,150000
101年立法委員選舉,吳育昇,禾陽國際股份有限公司,100/12/30,200000
097年立法委員選舉,吳育昇,曼都國際股份有限公司,096/12/28,50000
097年立法委員選舉,吳育昇,百翔投資股份有限公司,097/01/08,500000
105年立法委員選舉,吳育昇,唐家鎮貿易有限公司,104/12/18,10000
101年立法委員選舉,吳育昇,政德國際廣告有限公司,100/11/01,105000
105年立法委員選舉,吳育昇,馥餘實業股份有限公司,105/01/07,100000
101年立法委員選舉,吳育昇,馥餘實業股份有限公司,100/11/09,100000
105年立法委員選舉,吳育昇,友興投資股份有限公司,105/01/11,600000
105年立法委員選舉,吳育昇,源利工程股份有限公司,104/12/30,200000
101年立法委員選舉,吳育昇,翠林企業有限公司,100/12/12,50000
105年立法委員選舉,吳育昇,洛城營造有限公司,104/10/22,168000
105年立法委員選舉,吳育昇,宏盛建設股份有限公司,104/12/19,500000
105年立法委員選舉,吳育昇,世新大飯店股份有限公司,104/11/26,200000
097年立法委員選舉,吳育昇,美泰精密股份有限公司,096/12/26,10000
105年立法委員選舉,吳育昇,皇家可口股份有限公司,104/10/28,200000
097年立法委員選舉,吳育昇,皇家可口股份有限公司,096/12/14,100000
101年立法委員選舉,吳育昇,皇家可口股份有限公司,100/12/07,100000
101年立法委員選舉,吳育昇,皇家可口股份有限公司,101/01/13,100000
097年立法委員選舉,吳育昇,泰山氣體有限公司,096/12/21,300000
105年立法委員選舉,吳育昇,昇昌吊車有限公司,105/01/14,100000
105年立法委員選舉,吳育昇,富利投資股份有限公司,104/11/12,100000
101年立法委員選舉,吳育昇,富利投資股份有限公司,100/09/30,100000
101年立法委員選舉,吳育昇,崇越開發股份有限公司,101/01/10,100000
105年立法委員選舉,吳育昇,中成開發投資股份有限公司,105/01/11,800000
105年立法委員選舉,吳育昇,大慶證券股份有限公司,104/12/07,300000
097年立法委員選舉,吳育昇,大慶證券股份有限公司,096/12/24,300000
097年立法委員選舉,吳育昇,寶來證券股份有限公司,096/10/04,500000
097年立法委員選舉,吳育昇,日詮營造有限公司,097/01/09,100000
105年立法委員選舉,吳育昇,大琬國際股份有限公司,104/11/05,100000
097年立法委員選舉,吳育昇,大琬國際股份有限公司,097/01/07,10000
101年立法委員選舉,吳育昇,大琬國際股份有限公司,100/12/23,100000
101年立法委員選舉,吳育昇,大琬國際股份有限公司,100/10/31,50000
101年立法委員選舉,吳育昇,尹晟工程顧問有限公司,100/11/28,20000
101年立法委員選舉,吳育昇,優寶營造有限公司,100/11/15,30000
101年立法委員選舉,吳育昇,台灣櫻花股份有限公司,101/01/02,120000
101年立法委員選舉,吳育昇,德勤投資股份有限公司,100/11/11,1000000
101年立法委員選舉,吳育昇,寶碩財務科技股份有限公司,100/10/24,200000
105年立法委員選舉,吳育昇,博菲遜國際廣告股份有限公司,104/10/27,100000
