選舉,捐贈對象,捐贈人,捐贈日期,捐贈金額
101年立法委員選舉,吳平娥,久玖建設有限公司,101/01/12,32500
101年立法委員選舉,吳平娥,仕群工業有限公司,100/11/23,10000
101年立法委員選舉,吳平娥,聯懿金屬股份有限公司,100/11/24,100000
101年立法委員選舉,吳平娥,聯懿金屬股份有限公司,100/11/18,100000
101年立法委員選舉,吳平娥,路盛實業股份有限公司,100/11/01,100000
101年立法委員選舉,吳平娥,金磚動力行銷股份有限公司,101/01/02,50000
101年立法委員選舉,吳平娥,鑫毅科技有限公司,100/11/23,16000
101年立法委員選舉,吳平娥,立信偉業股份有限公司,100/12/08,100000
101年立法委員選舉,吳平娥,冠隆資產管理顧問有限公司,101/01/09,100000
101年立法委員選舉,吳平娥,冠隆資產管理顧問有限公司,100/12/16,100000
101年立法委員選舉,吳平娥,富源企業社,100/12/20,10000
101年立法委員選舉,吳平娥,大方位營造工程有限公司,100/12/13,100000
