選舉,捐贈對象,捐贈人,捐贈日期,捐贈金額
097年立法委員選舉,陳秀卿,金可眼鏡實業股份有限公司,097/01/11,100000
097年立法委員選舉,陳秀卿,台灣百和工業股份有限公司,096/11/23,200000
097年立法委員選舉,陳秀卿,詠晟科技有限公司,097/01/03,30000
097年立法委員選舉,陳秀卿,鹿群興業股份有限公司,096/11/05,15000
097年立法委員選舉,陳秀卿,得來意股份有限公司,097/01/06,16000
097年立法委員選舉,陳秀卿,長青國際開發股份有限公司,096/12/17,300000
097年立法委員選舉,陳秀卿,誠品聯合會計師事務所,097/01/10,20000
097年立法委員選舉,陳秀卿,家旺精機股份有限公司,097/01/04,60000
097年立法委員選舉,陳秀卿,成川鋼管股份有限公司,096/12/12,600000
097年立法委員選舉,陳秀卿,欣大園藝噴水工具有限公司,096/12/27,300000
097年立法委員選舉,陳秀卿,福興彈簧股份有限公司,096/11/30,18750
097年立法委員選舉,陳秀卿,寶松股份有限公司,096/12/31,100000
097年立法委員選舉,陳秀卿,益正紡織股份有限公司,096/11/21,18750
097年立法委員選舉,陳秀卿,彰鹿預拌混凝土股份有限公司,097/01/10,20000
097年立法委員選舉,陳秀卿,大東海法商短期補習班,096/12/28,20000
097年立法委員選舉,陳秀卿,勗成科技有限公司,096/12/01,18750
097年立法委員選舉,陳秀卿,弘裕企業股份有限公司,097/01/10,500000
097年立法委員選舉,陳秀卿,順洋紡織股份有限公司,096/12/17,18750
097年立法委員選舉,陳秀卿,福華明鏡股份有限公司,096/12/31,300000
097年立法委員選舉,陳秀卿,英發企業股份有限公司,096/12/24,100000
097年立法委員選舉,陳秀卿,瓏發螺絲工業股份有限公司,097/01/08,300000
097年立法委員選舉,陳秀卿,李阿森企業股份有限公司,096/12/25,16000
097年立法委員選舉,陳秀卿,彰格工業股份有限公司,097/01/10,20000
097年立法委員選舉,陳秀卿,順開科技股份有限公司,096/12/31,60000
097年立法委員選舉,陳秀卿,集合成環保科技股份有限公司,096/11/13,200000
097年立法委員選舉,陳秀卿,茂彰企業有限公司,097/01/08,50000
