選舉,捐贈對象,捐贈人,捐贈日期,捐贈金額
105年立法委員選舉,張慶忠,天仁木業股份有限公司,104/12/18,50000
101年立法委員選舉,張慶忠,天仁木業股份有限公司,100/11/18,50000
097年立法委員選舉,張慶忠,慎昌鐘錶股份有限公司,096/12/31,80000
105年立法委員選舉,張慶忠,理研電器股份有限公司,104/12/15,100000
097年立法委員選舉,張慶忠,全坤興業股份有限公司,096/12/11,100000
101年立法委員選舉,張慶忠,全坤建設開發股份有限公司,100/10/21,200000
101年立法委員選舉,張慶忠,永家興實業有限公司,100/12/09,100000
101年立法委員選舉,張慶忠,行企股份有限公司,100/11/23,1000000
097年立法委員選舉,張慶忠,萬芳藥局,097/01/04,50000
097年立法委員選舉,張慶忠,大洋塑膠工業股份有限公司,096/12/07,200000
097年立法委員選舉,張慶忠,九太科技股份有限公司,096/12/25,50000
101年立法委員選舉,張慶忠,元璋玻璃股份有限公司,100/12/30,100000
105年立法委員選舉,張慶忠,泰鴻實業股份有限公司,104/12/16,50000
097年立法委員選舉,張慶忠,大慶証券股份有限公司,096/12/12,300000
105年立法委員選舉,張慶忠,臺泥化學工業股份有限公司,105/01/08,800000
101年立法委員選舉,張慶忠,漢皇開發股份有限公司,100/12/08,300000
097年立法委員選舉,張慶忠,永建裕企業股份有限公司,096/12/24,30000
097年立法委員選舉,張慶忠,華南塑膠製品股份有限公司,096/12/06,100000
101年立法委員選舉,張慶忠,華南塑膠製品廠股份有限公司,100/12/22,100000
105年立法委員選舉,張慶忠,台裕電業股份有限公司,104/11/6,60000
101年立法委員選舉,張慶忠,泰棧彩色印刷廠,100/12/30,30000
101年立法委員選舉,張慶忠,俥亭企業有限公司,100/11/25,50000
101年立法委員選舉,張慶忠,遠銀人身保險代理人股份有限公司,101/01/09,500000
105年立法委員選舉,張慶忠,米點室內裝修有限公司,105/01/11,30000
101年立法委員選舉,張慶忠,米點室內裝修有限公司,100/12/09,50000
105年立法委員選舉,張慶忠,蘿曼仕旅舘股份有限公司,104/11/25,100000
101年立法委員選舉,張慶忠,蘿蔓仕旅館股份有限公司,100/09/22,200000
105年立法委員選舉,張慶忠,佐芳天然水晶企業有限公司,104/11/10,50000
097年立法委員選舉,張慶忠,祐新建設股份有限公司,096/12/04,100000
105年立法委員選舉,張慶忠,幸孚預拌混凝土廠股份有限公司,104/12/21,300000
105年立法委員選舉,張慶忠,三芳紙業有限公司,104/11/11,50000
097年立法委員選舉,張慶忠,銀河房屋開發有限公司,096/12/06,500000
101年立法委員選舉,張慶忠,萬祥開發股份有限公司,100/12/14,100000
101年立法委員選舉,張慶忠,瑞泰營造有限公司,100/12/31,30000
101年立法委員選舉,張慶忠,大百合國際有限公司,100/12/09,100000
105年立法委員選舉,張慶忠,吉美建設事業股份有限公司,104/12/28,300000
105年立法委員選舉,張慶忠,大慶票券金融股份有限公司,104/12/07,300000
097年立法委員選舉,張慶忠,大慶票券金融股份有限公司,096/12/12,300000
101年立法委員選舉,張慶忠,大慶票券金融股份有限公司,100/11/17,300000
097年立法委員選舉,張慶忠,長榮文理語文短期補習班,097/01/08,10000
