選舉,捐贈對象,捐贈人,捐贈日期,捐贈金額
105年立法委員選舉,江惠貞,遠紡實業股份有限公司,104/12/31,1000000
101年立法委員選舉,江惠貞,遠鼎租賃股份有限公司,100/11/25,1000000
105年立法委員選舉,江惠貞,環泰企業股份有限公司,105/01/01,100000
101年立法委員選舉,江惠貞,環泰企業股份有限公司,100/12/24,100000
101年立法委員選舉,江惠貞,生才實業股份有限公司,101/01/02,300000
101年立法委員選舉,江惠貞,亞洲投資股份有限公司,100/11/25,1000000
101年立法委員選舉,江惠貞,友旺彩印股份有限公司,"100/ 12/26",100000
105年立法委員選舉,江惠貞,裕元投資股份有限公司,104/12/31,1000000
105年立法委員選舉,江惠貞,信昌投資股份有限公司,104/12/31,800000
101年立法委員選舉,江惠貞,鎮家實業有限公司,"100/ 12/05",50000
105年立法委員選舉,江惠貞,地寶股份有限公司,104/12/15,200000
105年立法委員選舉,江惠貞,佶典動力科技興業有限公司,104/11/29,20000
101年立法委員選舉,江惠貞,新篷萊食品股份有限公司,100/09/01,200000
105年立法委員選舉,江惠貞,福安礦業股份有限公司,104/12/22,300000
105年立法委員選舉,江惠貞,總酆工程股份有限公司,104/06/29,200000
105年立法委員選舉,江惠貞,鮮茶道有限公司,104/12/31,100000
101年立法委員選舉,江惠貞,澎富企業有限公司富發行,100/11/24,20000
101年立法委員選舉,江惠貞,琉緣風彩企業有限公司,100/09/01,50000
101年立法委員選舉,江惠貞,琉緣風彩企業有限公司,100/09/01,50000
101年立法委員選舉,江惠貞,傑倫環保公司,100/11/28,20000
101年立法委員選舉,江惠貞,囍玥企業有限公司,100/12/12,38800
105年立法委員選舉,江惠貞,惠豐化工廠股份有限公司,104/12/14,50000
105年立法委員選舉,江惠貞,臺北氧氣股份有限公司,104/12/09,100000
101年立法委員選舉,江惠貞,建發遊覽車有限公司,100/12/12,50000
105年立法委員選舉,江惠貞,聯賓塑膠股份有限公司,104/12/31,100000
105年立法委員選舉,江惠貞,聯賓塑膠股份有限公司,104/12/31,100000
105年立法委員選舉,江惠貞,品佳金屬建材有限公司,104/11/29,50000
101年立法委員選舉,江惠貞,一隆工業股份有限公司,100/10/19,20000
105年立法委員選舉,江惠貞,宏偉電機工業股份有限公司,104/12/01,100000
105年立法委員選舉,江惠貞,進興製麵商行,104/12/02,20000
105年立法委員選舉,江惠貞,新瓦股份有限公司,104/12/28,100000
105年立法委員選舉,江惠貞,皓皓表演藝術有限公司,104/12/06,10000
105年立法委員選舉,江惠貞,泰永加油站實業有限公司,104/11/27,500000
105年立法委員選舉,江惠貞,嘉祥建設股份有限公司,104/12/30,100000
105年立法委員選舉,江惠貞,嘉祥建設股份有限公司,104/12/30,100000
105年立法委員選舉,江惠貞,嘉祥建設股份有限公司,104/12/30,100000
105年立法委員選舉,江惠貞,嘉祥建設股份有限公司,104/12/30,100000
105年立法委員選舉,江惠貞,嘉祥建設股份有限公司,104/12/30,100000
105年立法委員選舉,江惠貞,凌揚實業股份有限公司,104/11/09,200000
101年立法委員選舉,江惠貞,大漢營造工程有限公司,"100/ 10/25",200000
105年立法委員選舉,江惠貞,大慶票券金融股份有限公司,104/12/07,200000
101年立法委員選舉,江惠貞,華辰保全股份有限公司,101/01/09,100000
