選舉,捐贈對象,捐贈人,捐贈日期,捐贈金額
097年立法委員選舉,盧嘉辰,順光股份有限公司,096/11/25,50000
101年立法委員選舉,盧嘉辰,玖品企業有限公司,100/11/13,10000
097年立法委員選舉,盧嘉辰,順長興企業有限公司,096/12/31,100000
101年立法委員選舉,盧嘉辰,鼎弘金屬科技股份有限公司,100/11/13,20000
101年立法委員選舉,盧嘉辰,三九企業有限公司,100/11/13,100000
101年立法委員選舉,盧嘉辰,生生投資股份有限公司,100/12/24,100000
101年立法委員選舉,盧嘉辰,生才實業股份有限公司,101/01/02,200000
097年立法委員選舉,盧嘉辰,國際直線科技股份有限公司,096/09/27,10000
097年立法委員選舉,盧嘉辰,呷尚寶有限公司,096/10/04,20000
101年立法委員選舉,盧嘉辰,進勇企業社,100/11/13,100000
101年立法委員選舉,盧嘉辰,中德企業社,100/11/13,10000
101年立法委員選舉,盧嘉辰,堃揚企業社,100/11/13,10000
097年立法委員選舉,盧嘉辰,欣泰石油氣股份有限公司,096/11/23,20000
101年立法委員選舉,盧嘉辰,人禾興業有限公司,100/11/13,10000
101年立法委員選舉,盧嘉辰,長耕國際股份有限公司,100/11/13,20000
101年立法委員選舉,盧嘉辰,順盈機械股份有限公司,100/12/04,100000
097年立法委員選舉,盧嘉辰,龍秀興業股份有限公司,096/11/30,300000
097年立法委員選舉,盧嘉辰,勝輝建設股份有限公司,096/12/27,100000
105年立法委員選舉,盧嘉辰,臺泥化學工業股份有限公司,105/01/11,800000
105年立法委員選舉,盧嘉辰,正德防火工業股份有限公司,104/12/29,100000
105年立法委員選舉,盧嘉辰,綠友建設股份有限公司,104/11/4,100000
101年立法委員選舉,盧嘉辰,瑞偉實業有限公司,100/11/13,10000
101年立法委員選舉,盧嘉辰,展田企業股份有限公司,100/11/15,50000
101年立法委員選舉,盧嘉辰,耀虹五金材料有限公司,100/11/13,12000
101年立法委員選舉,盧嘉辰,呷尚寶興業股份有限公司,100/11/13,50000
101年立法委員選舉,盧嘉辰,啟翔輕金屬科技股份有限公司,100/11/13,100000
097年立法委員選舉,盧嘉辰,旭生旅館股份有限公司,096/10/08,50000
105年立法委員選舉,盧嘉辰,原和建材股份有限公司,105/01/14,300000
097年立法委員選舉,盧嘉辰,漢文實業有限公司,096/10/04,20000
101年立法委員選舉,盧嘉辰,鋮鎰企業有限公司,100/11/13,20000
101年立法委員選舉,盧嘉辰,大甲金屬工程有限公司,100/10/31,30000
101年立法委員選舉,盧嘉辰,鴻碩工程有限公司,100/11/13,10000
097年立法委員選舉,盧嘉辰,三龍產業(股)公司,096/10/06,10000
101年立法委員選舉,盧嘉辰,祥玉染整企業股份有限公司,100/12/12,100000
097年立法委員選舉,盧嘉辰,源義豐工程有限公司,096/09/29,10000
101年立法委員選舉,盧嘉辰,華陽不鏽鋼工業股份有限公司,100/11/13,10000
101年立法委員選舉,盧嘉辰,鯊魚企業社,100/11/13,10000
101年立法委員選舉,盧嘉辰,昌奇企業社,100/11/13,10000
101年立法委員選舉,盧嘉辰,萊富金屬有限公司,100/11/13,16800
101年立法委員選舉,盧嘉辰,正統鹿耳門聖母廟管理委員會,100/11/24,200000
097年立法委員選舉,盧嘉辰,迪斯尼開發股份有限公司,096/11/30,200000
097年立法委員選舉,盧嘉辰,三叔公食品有限公司,096/09/27,30000
101年立法委員選舉,盧嘉辰,桓達科技股份有限公司,100/12/20,100000
097年立法委員選舉,盧嘉辰,國聚開發(股)公司,097/01/10,130000
097年立法委員選舉,盧嘉辰,觀自在興業股份有限公司,096/11/30,300000
101年立法委員選舉,盧嘉辰,輝昌金屬有限公司,100/11/13,30000
101年立法委員選舉,盧嘉辰,永翰投資股份有限公司,100/11/29,1000000
101年立法委員選舉,盧嘉辰,合興預拌混凝土股份有限公司,100/12/16,100000
101年立法委員選舉,盧嘉辰,長庚加油站實業有限公司,100/11/15,60000
097年立法委員選舉,盧嘉辰,風車國際股份有限公司,096/12/27,100000
105年立法委員選舉,盧嘉辰,桂賢營造股份有限公司,104/12/10,100000
101年立法委員選舉,盧嘉辰,大展金屬有限公司,100/11/13,20000
101年立法委員選舉,盧嘉辰,尚協企業有限公司,100/11/13,20000
101年立法委員選舉,盧嘉辰,銀福環保工程有限公司,100/11/13,20000
105年立法委員選舉,盧嘉辰,大慶票券金融股份有限公司,104/12/07,300000
101年立法委員選舉,盧嘉辰,國際通旅行社有限公司,100/11/13,10000
105年立法委員選舉,盧嘉辰,寶德科技股份有限公司,104/12/31,200000
