選舉,捐贈對象,捐贈人,捐贈日期,捐贈金額
101年立法委員選舉,鄭麗文,裕隆汽車製造股份有限公司,100/11/30,1000000
101年立法委員選舉,鄭麗文,台灣通運倉儲股份有限公司,100/08/25,1000000
101年立法委員選舉,鄭麗文,聚元股份有限公司,100/12/26,20000
101年立法委員選舉,鄭麗文,全坤建設開發股份有限公司,100/11/10,200000
101年立法委員選舉,鄭麗文,達和航運股份有限公司,100/08/25,1000000
101年立法委員選舉,鄭麗文,大安金企業股份有限公司,100/12/27,50000
101年立法委員選舉,鄭麗文,音象網路科技股份有限公司,100/12/20,50000
101年立法委員選舉,鄭麗文,薰輝投資興業有限公司,101/01/02,100000
101年立法委員選舉,鄭麗文,遠鼎投資股份有限公司,100/08/25,1000000
101年立法委員選舉,鄭麗文,協原化學股份有限公司,100/09/22,1000000
101年立法委員選舉,鄭麗文,新鑫股份有限公司,100/12/01,1000000
101年立法委員選舉,鄭麗文,中成開發投資股份有限公司,00/9/22,1000000
101年立法委員選舉,鄭麗文,大慶證券股份有限公司,100/11/4,800000
101年立法委員選舉,鄭麗文,永祺車業股份有限公司,100/11/18,20000
101年立法委員選舉,鄭麗文,品茂塑膠工業股份有限公司,100/12/09,20000
101年立法委員選舉,鄭麗文,勝群金屬股份有限公司,100/11/25,100000
101年立法委員選舉,鄭麗文,大億大投資股份有限公司,100/11/21,100000
101年立法委員選舉,鄭麗文,裕國冷凍冷藏股份有限公司,100/12/16,200000
101年立法委員選舉,鄭麗文,鼎越五金工業股份有限公司,100/12/23,30000
101年立法委員選舉,鄭麗文,銘菘磚業有限公司,101/01/12,100000
101年立法委員選舉,鄭麗文,晶鉦工業股份有限公司,100/11/08,10000
101年立法委員選舉,鄭麗文,保保旅行社股份有限公司,100/11/28,80000
101年立法委員選舉,鄭麗文,安和製衣股份有限公司,100/08/25,1000000
101年立法委員選舉,鄭麗文,聖岱實業股份有限公司,100/12/21,300000
101年立法委員選舉,鄭麗文,新雨工業股份有限公司,101/01/12,20000
101年立法委員選舉,鄭麗文,英全化學工業股份有限公司,101/01/05,200000
101年立法委員選舉,鄭麗文,穩陞工業股份有限公司,101/01/05,30000
101年立法委員選舉,鄭麗文,盛弘醫藥股份有限公司,100/12/07,100000
101年立法委員選舉,鄭麗文,大台中家禽電宰肉品產銷批發股份有限公司,101/01/07,20000
101年立法委員選舉,鄭麗文,精威開發有限公司,100/09/24,20000
101年立法委員選舉,鄭麗文,俊吉營造股份有限公司,100/12/27,100000
101年立法委員選舉,鄭麗文,鉦生股份有限公司,100/12/23,20000
101年立法委員選舉,鄭麗文,順億營造股份有限公司,100/12/22,100000
101年立法委員選舉,鄭麗文,翔業實業股份有限公司,100/11/14,100000
101年立法委員選舉,鄭麗文,智冠企業有限公司,101/01/06,16000
101年立法委員選舉,鄭麗文,洋昇企業有限公司,100/10/03,200000
101年立法委員選舉,鄭麗文,北港有線電視股份有限公司,100/12/08,200000
101年立法委員選舉,鄭麗文,克羅司門有限公司,101/01/05,60000
101年立法委員選舉,鄭麗文,世瀅工業股份有限公司,100/12/23,100000
