選舉,捐贈對象,捐贈人,捐贈日期,捐贈金額
101年立法委員選舉,廖正井,中福國際股份有限公司,100/12/19,10000
105年立法委員選舉,廖正井,東芳貿易股份有限公司,104/12/24,500000
101年立法委員選舉,廖正井,東芳貿易股份有限公司,100/12/01,500000
105年立法委員選舉,廖正井,萬洲化學股份有限公司,104/08/25,300000
101年立法委員選舉,廖正井,亞洲化學股份有限公司,100/08/31,500000
097年立法委員選舉,廖正井,台東興業股份有限公司,097/01/04,300000
097年立法委員選舉,廖正井,廣運機械工程有限公司,096/12/21,100000
105年立法委員選舉,廖正井,燿華電子股份有限公司,104/09/25,250000
105年立法委員選舉,廖正井,遠鼎租賃股份有限公司,104/12/24,1000000
101年立法委員選舉,廖正井,協欣金屬工業股份有限公司,100/11/29,1000000
097年立法委員選舉,廖正井,中華映管股份有限公司,097/01/04,200000
105年立法委員選舉,廖正井,六和紡織廠股份有限公司,104/09/02,600000
101年立法委員選舉,廖正井,六和紡織廠股份有限公司,"100/08/ 12",1000000
101年立法委員選舉,廖正井,坤慶國際開發股份有限公司,100/11/09,300000
105年立法委員選舉,廖正井,助群營造股份有限公司,104/12/16,500000
097年立法委員選舉,廖正井,美孚營造工程股份有限公司,096/12/25,300000
101年立法委員選舉,廖正井,國裕生活股份有限公司,100/12/02,200000
105年立法委員選舉,廖正井,一協榮股份有限公司,104/11/30,100000
101年立法委員選舉,廖正井,特欣機電股份有限公司,100/12/26,300000
105年立法委員選舉,廖正井,新潤興業股份有限公司,104/12/30,200000
105年立法委員選舉,廖正井,經國消防工程顧問股份有限公司,104/12/31,20000
105年立法委員選舉,廖正井,達泰投資股份有限公司,104/09/25,250000
097年立法委員選舉,廖正井,中工管理顧問有限公司,097/01/07,100000
101年立法委員選舉,廖正井,中工管理顧問有限公司,100/12/14,300000
101年立法委員選舉,廖正井,康和期貨股份有限公司,100/10/31,500000
101年立法委員選舉,廖正井,泳盛食品有限公司,100/12/12,36000
097年立法委員選舉,廖正井,特力股份有限公司,096/12/21,500000
105年立法委員選舉,廖正井,正康食品有限公司,104/12/16,100000
105年立法委員選舉,廖正井,宏盛建設股份有限公司,104/12/16,500000
097年立法委員選舉,廖正井,正崴精密工業股份有限公司,096/12/14,200000
101年立法委員選舉,廖正井,皇家可口股份有限公司,100/12/07,100000
097年立法委員選舉,廖正井,昇陽建設企業股份有限公司,096/10/31,1000000
105年立法委員選舉,廖正井,桃苗汽車股份有限公司,104/12/10,500000
097年立法委員選舉,廖正井,桃苗汽車股份有限公司,097/01/07,500000
097年立法委員選舉,廖正井,桃苗汽車股份有限公司,096/12/31,500000
105年立法委員選舉,廖正井,永源化工原料股份有限公司,104/12/31,100000
105年立法委員選舉,廖正井,忠泰建設股份有限公司,104/10/29,1000000
097年立法委員選舉,廖正井,忠泰建設股份有限公司,096/07/23,500000
097年立法委員選舉,廖正井,威泰投資股份有限公司,097/01/04,1000000
105年立法委員選舉,廖正井,昶昕實業股份有限公司,104/11/23,60000
097年立法委員選舉,廖正井,康和綜合證券股份有限公司,097/01/04,300000
097年立法委員選舉,廖正井,敏成股份有限公司,096/12/14,500000
101年立法委員選舉,廖正井,敏成股份有限公司,100/12/21,300000
097年立法委員選舉,廖正井,台朔重工股份有限公司,096/10/08,1000000
101年立法委員選舉,廖正井,昆旺建設有限公司,100/12/30,50000
101年立法委員選舉,廖正井,啟翔輕金屬科技股份有限公司,100/12/05,200000
097年立法委員選舉,廖正井,誼鴻建設有限公司,097/01/04,100000
101年立法委員選舉,廖正井,永和國際開發股份有限公司,100/12/31,80000
101年立法委員選舉,廖正井,敏盛資產管理股份有限公司,100/12/27,600000
105年立法委員選舉,廖正井,宏賢建設股份有限公司,104/12/29,100000
105年立法委員選舉,廖正井,王佳實業股份有限公司,104/12/31,100000
105年立法委員選舉,廖正井,鋒泉螺釘股份有限公司,104/12/02,25000
101年立法委員選舉,廖正井,炎洲股份有限公司,100/09/07,500000
097年立法委員選舉,廖正井,華資粧業股份有限公司,097/01/04,100000
097年立法委員選舉,廖正井,根基營造股份有限公司,096/12/27,200000
101年立法委員選舉,廖正井,美亞鋼管廠股份有限公司,100/12/21,300000
097年立法委員選舉,廖正井,憶聲電子股份有限公司,097/01/10,100000
105年立法委員選舉,廖正井,采旺興業股份有限公司,104/11/26,500000
097年立法委員選舉,廖正井,愛之味股份有限公司,096/12/29,37800
097年立法委員選舉,廖正井,南亞塑膠工業股份有限公司,096/10/08,1000000
105年立法委員選舉,廖正井,遠銀財產保險代理人股份有限公司,104/12/24,1000000
101年立法委員選舉,廖正井,大溪育樂股份有限公司,100/12/09,100000
097年立法委員選舉,廖正井,盛弘醫藥股份有限公司,096/12/31,1000000
097年立法委員選舉,廖正井,笠復投資股份有限公司,096/12/25,100000
101年立法委員選舉,廖正井,轅碩環保股份有限公司,100/12/30,100000
101年立法委員選舉,廖正井,中悅建設開發股份有限公司,100/12/22,1000000
097年立法委員選舉,廖正井,忠泰房屋仲介有限公司,096/07/23,500000
105年立法委員選舉,廖正井,中明鋼鐵股份有限公司,104/12/17,50000
105年立法委員選舉,廖正井,旺泰建設股份有限公司,104/10/29,1000000
